job_title,job_link,company_name,company_profile_link,job_location,job_published_date,job_description
Billing System Engineering Manager,https://qa.linkedin.com/jobs/view/billing-system-engineering-manager-at-canonical-4126289808?position=3&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=nbgNY8tzDgvKhCAslYcGiQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
High Touch Engineer (HTE),https://qa.linkedin.com/jobs/view/high-touch-engineer-hte-at-tekwissen-india-4159722485?position=4&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=wN1cP8fDV%2F1N1waUiBPfBg%3D%3D,TekWissen India,https://in.linkedin.com/company/tekwissenindia?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-20,Description not available
3D Printing Engineer,https://qa.linkedin.com/jobs/view/3d-printing-engineer-at-vistas-global-4174447839?position=5&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=KISOPwLBZOhQj433icJH9w%3D%3D,Vistas Global,https://qa.linkedin.com/company/vistasglobal?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-03-03,Description not available
Cloud Solutions Architect - Alliances,https://qa.linkedin.com/jobs/view/cloud-solutions-architect-alliances-at-canonical-4138528424?position=6&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=EThxECwj11CKS7EJX6BAnQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-31,Description not available
Site Reliability Engineer,https://qa.linkedin.com/jobs/view/site-reliability-engineer-at-canonical-4125572965?position=7&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=HUT5c3XyxV6lMD0Xt6j2jQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-16,Description not available
Senior Software Engineer - Digital Workplace,https://qa.linkedin.com/jobs/view/senior-software-engineer-digital-workplace-at-canonical-4171059614?position=8&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=WKpHAydZ3indOmqYJP%2FDGA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-28,Description not available
Blockchain Engineer,https://qa.linkedin.com/jobs/view/blockchain-engineer-at-nandi-impex-4152309826?position=9&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=seXl8H2Xgrt3s2Dr9Ot93Q%3D%3D,Nandi Impex,https://www.linkedin.com/company/nandi-impex?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-16,Description not available
Blockchain Engineer,https://qa.linkedin.com/jobs/view/blockchain-engineer-at-nandi-impex-4152315360?position=10&pageNum=50&refId=%2FbGfW%2FOsMQrrQYPhuPeFVQ%3D%3D&trackingId=uHbXqMhEQxpN1%2BeK5riJbA%3D%3D,Nandi Impex,https://www.linkedin.com/company/nandi-impex?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-16,Description not available
Production Engineer - Piping,https://qa.linkedin.com/jobs/view/production-engineer-piping-at-mcdermott-international-ltd-4117610309?position=1&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=3l8U%2BKrwpJhKNNtDYg7Q0g%3D%3D,"McDermott International, Ltd",https://www.linkedin.com/company/mcdermott-international-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-03-04,Description not available
PHP Developer Job In ABROAD With Family,Not available,WORLD WIDE IMMIGRATION SERVICE LLP,Not available,"Doha, Doha, Qatar",2025-02-22,Not available
Software Engineer - Go - Container Images,https://qa.linkedin.com/jobs/view/software-engineer-go-container-images-at-canonical-4170113107?position=3&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=gWYNC8%2F71Oew0DhOrU1GcQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-27,Description not available
Site Reliability / Gitops Engineer,https://qa.linkedin.com/jobs/view/site-reliability-gitops-engineer-at-canonical-4148684484?position=4&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=NMWplAvNg20dYH68CzGBYw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-10,Description not available
ServiceNow Developer,https://qa.linkedin.com/jobs/view/servicenow-developer-at-staffbee-solutions-inc-4168328564?position=5&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=ekfW71X%2BKfKSLzpSBurIGg%3D%3D,Staffbee Solutions INC,https://www.linkedin.com/company/staffbeesolutions?trk=public_jobs_jserp-result_job-search-card-subtitle,Qatar,2025-02-26,Description not available
"Senior Analyst, B2B Content Strategy",https://qa.linkedin.com/jobs/view/senior-analyst-b2b-content-strategy-at-agoda-4164543252?position=6&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=N6VdGecRGnIaSp%2BYghmxtA%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-24,Description not available
Software Engineer - packaging - optimize Ubuntu Server for public clouds,https://qa.linkedin.com/jobs/view/software-engineer-packaging-optimize-ubuntu-server-for-public-clouds-at-canonical-4136867090?position=7&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=Fc%2F%2F%2Bw%2Fl%2F6FPN1pwigXFbA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-30,Description not available
Chemical Engineer Vacancy,Not available,Divya Staffing Solution,Not available,"Doha, Doha, Qatar",2025-01-22,Not available
SAP Integration Specialist - SAP PI /PO/ABAP / Technical Analyst,Not available,Premium Solutions Consultancy,Not available,"Doha, Qatar",2024-11-14,Not available
Senior Sales Engineer - HVAC,https://qa.linkedin.com/jobs/view/senior-sales-engineer-hvac-at-johnson-controls-4154795008?position=10&pageNum=52&refId=TVpVkd2MHOfAdjCClIxJHA%3D%3D&trackingId=m7xxmuqv43eBhu0jQq7FZg%3D%3D,Johnson Controls,https://ie.linkedin.com/company/johnson-controls?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-19,Description not available
OpenStack Engineering Manager,https://qa.linkedin.com/jobs/view/openstack-engineering-manager-at-canonical-4163581704?position=1&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=zj%2FTAVFrh%2FOyWXpH%2BaGAsQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-25,Description not available
Systems Integrations Engineering Manager,https://qa.linkedin.com/jobs/view/systems-integrations-engineering-manager-at-canonical-4126289805?position=2&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=JWifLR4N7bM7PZqSZsUN5Q%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Flutter Developer,Not available,Divya Staffing Solution,Not available,"Doha, Doha, Qatar",2025-02-10,Not available
Senior Architect - Stores,https://qa.linkedin.com/jobs/view/senior-architect-stores-at-canonical-4140144024?position=4&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=iEax%2BxkQmqC8h2rAFj5C2A%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-31,Description not available
Senior Engineer - CAD 3D Administrator,https://qa.linkedin.com/jobs/view/senior-engineer-cad-3d-administrator-at-energy-jobline-4123118588?position=5&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=II4zXJyCPAHL8tBsZ%2Fcw6w%3D%3D,Energy Jobline,https://uk.linkedin.com/company/energy-jobline?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-03-02,Description not available
Software Architect - Containers / Virtualisation,https://qa.linkedin.com/jobs/view/software-architect-containers-virtualisation-at-canonical-4168174773?position=6&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=t57TQkwaecneEpKyFC7lcg%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-28,Description not available
Embedded Linux Senior Software Engineer - Optimisation,https://qa.linkedin.com/jobs/view/embedded-linux-senior-software-engineer-optimisation-at-canonical-4147117946?position=7&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=SJSQzXjJBtiYKFt%2Fxej9og%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-11,Description not available
"Salesforce Engineering Manager, Commercial Systems",https://qa.linkedin.com/jobs/view/salesforce-engineering-manager-commercial-systems-at-canonical-4126289881?position=8&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=R1oQoNXHVwpCEMW%2BlgIEZA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Senior/Staff/Lead Architect - Build & Release Infrastructure,https://qa.linkedin.com/jobs/view/senior-staff-lead-architect-build-release-infrastructure-at-canonical-4148912430?position=9&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=gEbTrJtR6GEXI4Cjc43cCQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-12,Description not available
"Software Engineer, Ceph & Distributed Storage",https://qa.linkedin.com/jobs/view/software-engineer-ceph-distributed-storage-at-canonical-4167034362?position=10&pageNum=55&refId=vULRIEl34NUuKeWzbDVfzw%3D%3D&trackingId=WN9Efnb%2B7BsxTGcl2R4rfw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-24,Description not available
Research Associate in Policy System Methods,https://qa.linkedin.com/jobs/view/research-associate-in-policy-system-methods-at-university-of-doha-for-science-technology-4168405629?position=1&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=g0D78ouH56EjzYScJ8Xx8g%3D%3D,University of Doha for Science & Technology,https://qa.linkedin.com/school/university-of-doha-for-science-and-technology/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-26,Description not available
OpenShift Platform Administrator,https://qa.linkedin.com/jobs/view/openshift-platform-administrator-at-commercial-bank-4123535578?position=2&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=lxXQ3Rwp%2B3zGKD1L5yKPeA%3D%3D,Commercial Bank,https://qa.linkedin.com/company/cbqat?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-01-15,Description not available
Sr. Software Application Engineer(Full-Stack),https://qa.linkedin.com/jobs/view/sr-software-application-engineer-full-stack-at-parsons-corporation-4056251146?position=3&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=7lkLTaFo4B3Z7gEs2j9IrQ%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2024-10-23,Description not available
Engineering Manager - Ubuntu Security,https://qa.linkedin.com/jobs/view/engineering-manager-ubuntu-security-at-canonical-4170110500?position=4&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=tVo%2BY%2F5N5vT5amXcaMhrGQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-27,Description not available
Track Technical Expert: Maintenance @Siemens Mobility Qatar,https://qa.linkedin.com/jobs/view/track-technical-expert-maintenance-%40siemens-mobility-qatar-at-siemens-4121352795?position=5&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=UV8urT9C746SftccC1V2Ng%3D%3D,Siemens,https://de.linkedin.com/company/siemens?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-25,Description not available
Senior Frontend Engineer,https://qa.linkedin.com/jobs/view/senior-frontend-engineer-at-snoonu-4165424614?position=6&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=%2B1evJu%2BBxh2WAYVzQOk%2BNw%3D%3D,Snoonu,https://qa.linkedin.com/company/snoonu-qatar?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-26,Description not available
Java Full Stack Engineer (Temenos),https://qa.linkedin.com/jobs/view/java-full-stack-engineer-temenos-at-ubs-4135236166?position=7&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=lHwTYmZQYslm64YnM18FlA%3D%3D,UBS,https://ch.linkedin.com/company/ubs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-17,Description not available
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,https://qa.linkedin.com/jobs/view/software-engineer-data-infrastructure-opensearch-elasticsearch-at-canonical-4080048578?position=8&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=yajHQA%2BwrJOCtN%2BUBzYQtw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2024-11-21,Description not available
Software Engineering Manager - Ubuntu Linux Kernel,https://qa.linkedin.com/jobs/view/software-engineering-manager-ubuntu-linux-kernel-at-canonical-4144078127?position=9&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=QPSuQjfiiGHsybBKKgElmA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-05,Description not available
Senior Engineering Manager- Ubuntu,https://qa.linkedin.com/jobs/view/senior-engineering-manager-ubuntu-at-canonical-4151349601?position=10&pageNum=57&refId=47E5%2F32UzHDQlaNvQAssyQ%3D%3D&trackingId=zjrw9MHQuqainNdiD19sNw%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-13,Description not available
Ubuntu Linux Kernel Engineer - Silicon Enablement,https://qa.linkedin.com/jobs/view/ubuntu-linux-kernel-engineer-silicon-enablement-at-canonical-4126294151?position=1&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=UHRtCjeH8K1I4eqQyIheOA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-17,Description not available
Senior Ubuntu Embedded IoT System Engineer,https://qa.linkedin.com/jobs/view/senior-ubuntu-embedded-iot-system-engineer-at-canonical-4145795293?position=2&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=DeAZC2WU9DRAnx1alUAw%2FQ%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-07,Description not available
Postdoctoral Associate in (Date Palm Population Genetics),https://qa.linkedin.com/jobs/view/postdoctoral-associate-in-date-palm-population-genetics-at-weill-cornell-medicine-qatar-4109623429?position=3&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=WRlDcQKB0BDh56aXMlN49w%3D%3D,Weill Cornell Medicine - Qatar,https://qa.linkedin.com/school/weill-cornell-medical-college-in-qatar/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-20,Description not available
Go (Golang) Software Engineer for Identity Management,https://qa.linkedin.com/jobs/view/go-golang-software-engineer-for-identity-management-at-canonical-4170108592?position=4&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=lLgoozlFihKIiYrN%2Fe2WuA%3D%3D,Canonical,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-27,Description not available
"Automation Manager (Digital Engineering, BIM, and GIS)",https://qa.linkedin.com/jobs/view/automation-manager-digital-engineering-bim-and-gis-at-parsons-corporation-4096537391?position=5&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=x4U7BUULyt5X%2FAv1B2uk5Q%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2024-12-10,Description not available
Licensed Aircraft Engineer - Level II,https://qa.linkedin.com/jobs/view/licensed-aircraft-engineer-level-ii-at-qatar-airways-4162243744?position=6&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=7qucewDCWyz8mnzCna0Nuw%3D%3D,Qatar Airways,https://qa.linkedin.com/company/qatar-airways?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-02-24,Description not available
Postdoctoral Associate - Physiology and Biophysics,https://qa.linkedin.com/jobs/view/postdoctoral-associate-physiology-and-biophysics-at-weill-cornell-medicine-qatar-4070975243?position=7&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=4LDxwYDarHBOaDyCkL6Tkw%3D%3D,Weill Cornell Medicine - Qatar,https://qa.linkedin.com/school/weill-cornell-medical-college-in-qatar/?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-01-19,Description not available
Senior All Source Analyst - TS/SCI,https://qa.linkedin.com/jobs/view/senior-all-source-analyst-ts-sci-at-amentum-4130755727?position=8&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=ksi8vKiHJ4OaADrVmavF3g%3D%3D,Amentum,https://www.linkedin.com/company/amentumcorp?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Doha, Qatar",2025-01-20,"Error: HTTPSConnectionPool(host='qa.linkedin.com', port=443): Max retries exceeded with url: /jobs/view/senior-all-source-analyst-ts-sci-at-amentum-4130755727?position=8&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=ksi8vKiHJ4OaADrVmavF3g%3D%3D (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001667F6A79D0>, 'Connection to qa.linkedin.com timed out. (connect timeout=None)'))"
Principal Installation Analysis Engineer,https://qa.linkedin.com/jobs/view/principal-installation-analysis-engineer-at-mcdermott-international-ltd-4016696166?position=9&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=LUl6MKpnW%2BEsN3mAIOWSGg%3D%3D,"McDermott International, Ltd",https://www.linkedin.com/company/mcdermott-international-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-02-15,Description not available
OpenText AppWorks Developer,https://qa.linkedin.com/jobs/view/opentext-appworks-developer-at-madre-integrated-engineering-4154740881?position=10&pageNum=60&refId=6wr3TpqDQcgvlSy6H4bBGA%3D%3D&trackingId=A4DQNpUQJney7qcWuK%2FVXA%3D%3D,Madre Integrated Engineering,https://qa.linkedin.com/company/madre-integrated-engineering?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-19,Description not available
Principal Drainage Design Engineer,https://qa.linkedin.com/jobs/view/principal-drainage-design-engineer-at-parsons-corporation-4157776515?position=1&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=t1lLLnOd8gffCiogCdNGUw%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-02-18,Description not available
Senior Drainage Engineer,https://qa.linkedin.com/jobs/view/senior-drainage-engineer-at-parsons-corporation-4151340772?position=2&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=d6b5uI%2FjLWAFlsIIYfGr7w%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-02-13,Description not available
"Staff Software Engineer – Data Platform Team (Bangkok based, relocation provided)",https://qa.linkedin.com/jobs/view/staff-software-engineer-%E2%80%93-data-platform-team-bangkok-based-relocation-provided-at-agoda-4164672422?position=3&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=D4UghM3F6iYj8%2BON8hkkcA%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-23,Description not available
"Senior Data Engineer – Kafka Expert (Bangkok based, relocation provided)",https://qa.linkedin.com/jobs/view/senior-data-engineer-%E2%80%93-kafka-expert-bangkok-based-relocation-provided-at-agoda-4161491775?position=4&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=%2FcxymuM0oiYwkC%2Fxwi9tsw%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-21,Description not available
"Lead DS (Data Scientist) Bangkok based, Relocation provided",https://qa.linkedin.com/jobs/view/lead-ds-data-scientist-bangkok-based-relocation-provided-at-agoda-3969212227?position=5&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=edy1D1l0OyelBD79j45Kyg%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-15,Description not available
"Lead DS (Data Scientist) Bangkok based, Relocation provided",https://qa.linkedin.com/jobs/view/lead-ds-data-scientist-bangkok-based-relocation-provided-at-agoda-3969208795?position=6&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=U6sfIC4yq1SnZcgXEN7wlQ%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-28,Description not available
Principal Highway Design Engineer,https://qa.linkedin.com/jobs/view/principal-highway-design-engineer-at-parsons-corporation-3993122138?position=7&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=3qWFwiaMahiYxJppkNvHVA%3D%3D,Parsons Corporation,https://www.linkedin.com/company/parsons?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2024-08-04,Description not available
Senior Hook Up Engineer,https://qa.linkedin.com/jobs/view/senior-hook-up-engineer-at-mcdermott-international-ltd-4124960568?position=8&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=cPsM0FgTVeN5g7Xh6kAtGQ%3D%3D,"McDermott International, Ltd",https://www.linkedin.com/company/mcdermott-international-inc-?trk=public_jobs_jserp-result_job-search-card-subtitle,Doha Metropolitan Area,2025-02-28,Description not available
"Specialist/Senior Specialist, Event Marketing (Bangkok Based, relocation provided)",https://qa.linkedin.com/jobs/view/specialist-senior-specialist-event-marketing-bangkok-based-relocation-provided-at-agoda-4133615309?position=9&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=ki6IZHe4G4bm7HKSVz0zXw%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Doha, Qatar",2025-02-15,Description not available
"Specialist/Senior Specialist, Event Marketing (Bangkok Based, relocation provided)",https://qa.linkedin.com/jobs/view/specialist-senior-specialist-event-marketing-bangkok-based-relocation-provided-at-agoda-4133614395?position=10&pageNum=62&refId=%2BZcOjW9L%2Fpmb5hX4DfZQPw%3D%3D&trackingId=d0KKs02EXzDrGTFSmpwCyw%3D%3D,Agoda,https://sg.linkedin.com/company/agoda?trk=public_jobs_jserp-result_job-search-card-subtitle,"Al Rayyan, Al Rayyan, Qatar",2025-02-15,Description not available
